date,time,city,Area,reporters occupation,description,country
12-Feb-01,19:30,"Trehafod, Ponty Pridd",,,One bright object. Looked star shaped. Rose fast in the sky and then disappeared.,Mid-Glamorgan
12-Feb-01,21:25,Colchester,,,"One, spherical, with a reddish hue. Very bright and visible the whole time. Zig zagged across the sky, and very fast.",Essex
13-Feb-01,02:30,Morton,,,"Circle of flashing white light, shaped like a bracelet. Moved over to the right, then left. Lights turned green and red. NW direction.",Lincolnshire
13-Feb-01,10:15,Saltash,,,One object. Point source of light. White in colour. Stationary for about 10 minutes.,Cornwall
13-Feb-01,18:45,Liverpool,,,"Four, round objects with orange lights. Very bright. Were moving from left to right.",Merseyside
13-Feb-01,22:10,Baschurch,,,"One object, the same size as a star. Multi coloured/very bright. Fluctuating/glowing. Blackhole in centre. Rapid movement.",Shropshire
13-Feb-01,21:00,New Milton,,,"Bright orange ball in the sky, which 'hopped', before disappearing.",Hampshire
14-Feb-01,00:15,Salisbury,,,"Very bright, like a shooting star. Tri-angle shaped. Flashing lights - red, purple and green. Moving in a Southerly direction.",Wiltshire
14-Feb-01,19:15,North Kelsey,,,"Looked like very bright stars. They were still, and then moved from side to side.",Lincolnshire
14-Feb-01,20:00,North Muirton/Perth,,,Two objects with white lights. The second object seemed dimmer. Moving at 90 degree angles. They moved at high speed.,Scotland
16-Feb-01,21:00,Bishops Castle,,,"One object, with red, yellow and green lighting on it. Was flying towards Shrewsbury.",Shropshire
16-Feb-01,18:20,Ruskington,,,"Two lights, that were white and constant. They were heading East.",Shropshire
16-Feb-01,18:30,Ryhall,,,Two large objects. Very bright and the intensity of Saturn. They were moving from North to South.,Lincolnshire
16-Feb-01,18:20,Scarborough,,,Two very bright balls of light. They were moving from the West to East.,North Yorkshire
18-Feb-01,20:10,Starvation Island,,,"One main object, very bright. White in colour. Stationary.",Norfolk
19-Feb-01,23:00,Staithes,,,"One, large green ball which was shining brightly. Moving straight downwards - would have hit the sea 3-4 miles from the coast.",North Yorkshire
22-Feb-01,23:00,Woodford Green,,,"Two small orange lights, far away in the distance. The lights joined and then look bigger. Looked like two sparklers.",Essex
23-Feb-01,18:30,Hampstead,,,"One object, that was white in colour. Slow moving.",London
24-Feb-01,11:00,Truro,,,"Explosion in the sky, but with no sound. It looked like a rocket. Was very large and had a blue and red light.",Cornwall
24-Feb-01,16:45,Bracknell,,,"A white ball, followed by a USAF jet that was contrail ling. Was moving at high speed in a straight line.",Berkshire
26-Feb-01,23:00,,,,"A UFO. It had bright red, blue and orange flashing lights, in the shape of a tri-angle. Remained stationary for 15 minutes.",Leicestershire
28-Feb-01,12:00,Whitchurch,,,"A white, circular object with a ring around it. The object moved ten miles in about 2 seconds, then left to right, and then moved East.",Shropshire
01-Mar-01,19:00,Fleetwood,,,"An unconventional silent craft, consisting of four red lights, flying low over the witness's house.",Lancashire
01-Mar-01,19:00,Morecombe Bay,,,Unusual lights were seen over the bay.,Lancashire
01-Mar-01,10:00,Holyhead,,,Looked like a bright star. Had a pulsating red and green light. Was stationary and then moved off.,North Wales
01-Mar-01,19:05,Fleetwood,,,"Five flying saucers, that were orange in colour. They moved from East to West and then moved quickly over the sea.",Lancashire
02-Mar-01,,East Midlands,,,A UFO was running parallel to the landing lanes of an East Midlands Jet. (Message taken 2 March 2001).,
08-Mar-01,18:45,Fleetwood,,,"Two very bright lights, surrounded by smaller lights.",Lancashire
12-Mar-01,22:00,Finchley,,,Soft orange lights in formation. They were moving fast to the South East.,London
12-Mar-01,18:00,Carnforth,,,Three small lights above a large star shaped object. Very bright light. Was stationary.,Lancashire
20-Mar-01,01:00,Moseley,,,"A very, bright light was seen. A couple of hours later, a dark object was seen with lights underneath.",West Midlands
"21-Mar-01""Big bright sphere"," looked like Saturn.""",,,,,
21-Mar-01,19:15,Annan,,,"Red lights, but could not make out the shape. Hovered for a short time, then headed South East at speed.",Scotland
26-Mar-01,22:45,Leith/Edinburgh,,,"Two fuzzy white lights, dancing around each other. They were moving to the East.",Scotland
29-Mar-01,09:00,Chesham,,,"Two UFOs with flashing red lights. Objects seemed to interfere with the witness's radio and television, while heading South West.",Buckinghamshire
29-Mar-01,15:03,Nr Gunnersbury Pk,,,Fifty five suspicious circles in the sky.,London
31-Mar-01,18:15,Whaplode,,,"Like a bag with two hanging straps, and one lose hanging strap. It was black and changing shape. Was stationary.",Lincolnshire
03-Apr-01,02:35,Chippenham,,,A pair of bright red lights were moving from the South East towards the North West. Each light had a double flashing pulse.,Wiltshire
03-Apr-01,22:29,Aberdeen,,,"Star like object in the sky. Changing colours - red, blue and green.",Scotland
04-Apr-01,02:15,Renfrew,,,Like a spotlight in the sky.,Scotland
04-Apr-01,21:14,Aberdeen,,,"Looked like a star twinkling, but when seen through binoculars, it had a red, orange and blue light.",Scotland
04-Apr-01,,Ashford,,,Three fob shaped objects bobbed about in the sky.,Kent
13-Apr-01,23:15,Doncaster,,,The object was high in the sky and was described as having headlights along the side of it.,South Yorkshire
13-Apr-01,,Syderstone,,,One bright light. Was low on the horizon. Was seen for about 20 minutes.,Norfolk
16-Apr-01,01:30,Grimsby,,,"A ball shaped object. It gave off a glow, like a hot coal ember - orange/red. It dropped through the air and then shot up and disappeared.",NE Lincolnshire
17-Apr-01,22:00,Nr Montrose,,,"Big fans of light, which made a circle. There were flashes in the centre of it. Was stationary.",Scotland
19-Apr-01,19:35,,,,Three very large objects. They were travelling in formation. The distinct formation separated and they headed off South East.,Isle of Man
06-May-01,19:50,Oxford,,,"One object, was white and bright. It had a halo above it. Was heading North West.",Oxfordshire
07-May-01,20:30,Dersingham,,,"Large orange, tadpole shaped object with a long tail. Was followed shortly afterwards, by two more similar objects.",Norfolk
12-May-01,22:10,Bristol Channel,,,Two satellite shaped objects. White and very bright.,Somerset
14-May-01,06:50,Rhonda Valley,,,One tennis ball sized object. Was round at the front and had a triangular back. Was rainbow coloured and very bright.,Wales
20-May-01,01:15,,,,Small blobs of rings with a larger ring around them. White and very bright. Stationary.,Humberside
24-May-01,22:25,Forest Hill,,,An alien craft was near to the witness's house. Disc with a beam of light coming from it. Electrical equipment was disturbed.,London
31-May-01,01:35,Grimsby,,,Bright light travelling across the sky. Was very high and going faster than a jet.,NE Lincolnshire
31-May-01,03:00,Worcester,,,"One shooting star, very bright. The movements were slow and then very fast.",Worcestershire
01-Jun-01,10:30,Glasgow,,,A black cylinder. It was moving West and making sharp movements.,Scotland
03-Jun-01,02:14,Hitchin,,,Saw an object. It was emitting a bright mauve light.,Hertfordshire
04-Jun-01,14:00,Moota/Cockermouth,,,A large triangular craft hovered over a field. Was very colourful with white and red lights.,Cumbria
08-Jun-01,00:05,Keighley,,,"Three lights, triangle shaped. There was a static red light. They moved slowly in a straight line.",West Yorkshire
10-Jun-01,11:05,Kennoway,,,Small to medium sized object. Pebble shaped. Was black. Was travelling from South to the North.,Scotland
10-Jun-01,18:00,Fenwick,,,A white spherical object. Object was seen for about one minute.,Newcastle-upon-Tyne
10-Jun-01,01:56,Arbroath,,,"One triangular shaped, pulsing white light. Was about twice the size of a star. Object was stationary.",Scotland
16-Jun-01,11:30,Diss,,,"A hovering, orange light that was low in the sky. It turned white.",Norfolk
17-Jun-01,22:10,Weston-super-Mare,,,"Round, red, glowing ball, which changed colour as it slowed down. A second object then appeared.",Somerset
19-Jun-01,18:00,Golders Green,,,"Sixty - eighty jelly fish shaped objects that were white. There was also one single, pulsating red light amongst them.",London
25-Jun-01,21:00,Llanelli,,,"One large, disc shaped object. Black in colour. It then changed to oval shape. The object was moving fast to the West.",Wales
28-Jun-01,23:59,Eynsham,,,"One object, four times the size of a star. Round in shape. Bright light that was yellow/white. Moved North.",Oxfordshire
29-Jun-01,,Sutton Coldfield,,,A UFO was floating high up in the sky over Sutton Park.,West Midlands
02-Jul-01,19:30,Hampstead Gardens,,,One dome shaped object. Very dark. Was directly above and moving slowly.,London
04-Jul-01,07:00,,,,One object. Had a bright light too. Was moving from West to East.,Kent
08-Jul-01,22:15,Cricklewood,,,"The object was like a star, but was moving.",London
14-Jul-01,09:08,Holmpton,,,"One object, a circle. Beige in colour. Was flying from North to South West.",Yorkshire
15-Jul-01,16:55,Hellingly,,Pilot,"One large object, the size of an eagle. It looked like three circles joined together. Was dark brown and black. Quite fast.",East Sussex
16-Jul-01,10:55,Burton Joyce,,,One round shaped object. Was silver and reflecting the sun. It was high up and bobbed about.,Nottinghamshire
18-Jul-01,21:15,Milford Haven,,,"Eight star sized objects, with lights that were red, white, blue and yellow. Six were following two.",South West Wales
18-Jul-01,,Exmouth,,,"The object was cream coloured. Was travelling at an altitude of about 8,000 feet.",Devon
18-Jul-01,23:55,Barrhead/Glasgow,,,One spherical shaped object. Was orange and yellow. Was stationary for a short amount of time.,Scotland
21-Jul-01,21:25,Countesthorpe,,,A UFO was flying North East.,Leicestershire
21-Jul-01,22:31,Letchworth,,,"A sequence of bright lights. Were moving from right to left, then back in a random fashion.",Hertfordshire
21-Jul-01,20:50,Milton Keynes,,,Kite shaped object. Black in colour. Headed West and often changed it's speed.,Buckinghamshire
23-Jul-01,18:15,Harrow,,,"One, small, balloon shaped object. Brown in colour. Was moving up and down and sideways.",London
23-Jul-01,11:00,Perton,,,"A dark, possibly circular object, as it looked like a rocket at first glance. Part of the object was metallic and glistened.",South Staffordshire
25-Jul-01,14:10,Folkstone,,,One circular object with flashing bright lights. Was at a high altitude.,Kent
27-Jul-01,19:00,Liverpool,,,One dome/bell shaped object. It had two red lights either side. Other colours were seen on and off. Stationary.,Merseyside
30-Jul-01,23:10,Nottingham,,,"One circular object, orangey/red. Was very bright. Was moving in a regular figure of eight pattern.",Nottinghamshire
30-Jul-01,23:30,Bath,,,One oval shaped object. It had rotating lights. Was moving to the West.,Somerset
01-Aug-01,08:20,Ilkley,,,"One, silver, fountain pen shaped object, described as an aircraft without wings.",West Yorkshire
04-Aug-01,00:40,Port Talbot,,,"Two large, shining golf ball like objects. They were moving in and out of the clouds.",Wales
04-Aug-01,00:40,Rickmansworth,,,"One large, circular object and a number of small fragments, size of 10p pieces. White and a glow of red and blue. Very bright.",Hertfordshire
04-Aug-01,01:40,Bushey,,,Strange formation of lights flying overhead.,Hertfordshire
04-Aug-01,02:30,Glasgow,,,"Big bright, white light. A smaller white light was then moving towards and away from the bigger white light.",Scotland
05-Aug-01,23:40,Chipping Norton,,,"Several objects. Different colours - purple, green and white. Very bright. Moving very fast to the South.",Oxfordshire
05-Aug-01,02:00,Barnstable,,,"Two, 18 inch across, round shaped, spinning objects. White and very bright.",Devon
06-Aug-01,16:30,Ashton-Under-Lyne,,,"The witness saw something that they could not identify, but it was not a plane.",Greater Manchester
06-Aug-01,03:08,Berwick,,,"Two, stationary cone shaped objects. One below each other. They were extremely bright.",Northumbria
11-Aug-01,00:30,Tipton,,,"Bright round light that moved in steps. It reduced in size, and then when smaller, shot off to the left and disappeared.",West Midlands
14-Aug-01,11:05,Buxton,,,"One, size unknown. Circular ring, horizontal with tail, hanging below with a black ball at the bottom.",Derbyshire
16-Aug-01,21:30,Newport,,,"One large, round shaped object. White and very bright. Moved fast upwards in the sky.",Gwent
17-Aug-01,21:45,Abbotskerswell,,,The object looked like a circle within a circle.,Devon
18-Aug-01,02:10,Paisley,,,A red flash fell from the sky. It was falling to the ground in a wide spiral.,Scotland
19-Aug-01,22:45,Shoeburyness,,,"One large, square - grid like object. Grey and orange and very bright. Was static and then moved North.",Essex
20-Aug-01,"10:00""One 15 inch across",,,,"circular shaped object. Metallic grey. The witness got up close and touched it.""",
21-Aug-01,01:20,Berwick,,,"Four cone shaped objects, which were brightly lit. They were in a line, and moving North East.",Northumbria
22-Aug-01,22:56,Newport Pagnall,,,"In between two to three stars, there was a something/star which exploded in to a large mass.",Buckinghamshire
27-Aug-01,21:00,Nantwich,,,Eight to nine smokeless flares. Two were falling - parallel.,Cheshire
27-Aug-01,19:35,Poynton,,,Circular object with a depression in the middle. Was a grey/metallic colour. Very bright. It was emitting smoke.,Cheshire
28-Aug-01,02:00,"Cherry Valley, nr Belfast",,,"One large, white, circular light, moving at high speed with no sound, at about 500 feet.",Northern Ireland
